question_id,table_id,question,gold,prediction,status,strict_exact_match,normalized_exact_match,numeric_exact_match,vinumqa_match,total_latency_seconds,reasoning_steps,avg_latency_per_step_seconds,error
6b1f441ea71fd6dd,vinumqa_0026,Tổng tăng trưởng doanh thu mảng bán lẻ và bán sỉ dự kiến trong năm 2022 là bao nhiêu phần trăm?,56.4,: 40.2,ok,0,0,0,0,96.38101961499979,5,19.276203922999958,
1e0b0ddc3b61e2d7,vinumqa_0027,Lợi nhuận hoạt động trước dự phòng dự kiến sẽ tăng bao nhiêu (tỷ đồng) từ năm 2020 đến năm 2021?,6451.0,: 6451,ok,0,0,0,0,42.966731815,2,21.4833659075,
98f35c691b930487,vinumqa_0028,Tỷ lệ thay đổi phần trăm của dòng tiền ròng ra trong năm 2010 so với năm 2009 là bao nhiêu?,0.92525,,empty_answer,0,0,0,0,137.86393829500003,5,27.572787659000006,
011ce542523a6dfc,vinumqa_0029,"Tính đến ngày 31 tháng 12 năm 2017, tỷ lệ phần trăm tiền mặt ròng sử dụng cho hoạt động đầu tư so với tiền mặt ròng cung cấp bởi hoạt động kinh doanh là bao nhiêu?",0.71289,,empty_answer,0,0,0,0,92.55482242500011,5,18.510964485000024,
c631f414055a756a,vinumqa_0030,Lãi ròng dự phóng cho năm 2023 chiếm bao nhiêu phần trăm so với doanh thu dự phóng cho cùng năm?,4.52004,,empty_answer,0,0,0,0,64.2931504170001,5,12.858630083400021,
aa069fa5d9ccd6c7,vinumqa_0031,EPS (thu nhập trên mỗi cổ phiếu) của TDC năm 2022 dự kiến tăng bao nhiêu lần so với năm 2021?,2.46017,,empty_answer,0,0,0,0,91.42800716600004,5,18.285601433200007,
2cce2b48b8d2d6ac,vinumqa_0032,tổng doanh thu của năm tài chính 2018 và 2019 là bao nhiêu (tỷ VND)?,50931.0,: 50931,ok,0,0,0,0,50.12450439700024,3,16.708168132333412,
e20982ccce401788,vinumqa_0033,tỷ lệ phần trăm trung bình mà chi phí thuê giảm từ năm 2011 đến năm 2013 là bao nhiêu?,0.34994,,empty_answer,0,0,0,0,66.46598741599973,5,13.293197483199947,
c59709076a98b640,vinumqa_0034,Số lượng cổ phiếu trung bình được mua trong tháng 10 và tháng 11 là bao nhiêu?,1633444.5,: 1633444.5,ok,0,1,0,1,60.48743336899997,2,30.243716684499987,
47bd7906fa0faa6f,vinumqa_0035,"công ty đã mua lại khoảng 1,06 tỷ đô la các khoản đầu tư này trong quỹ phòng hộ trong năm kết thúc ngày 31 tháng 12 năm 2012. con số này chiếm bao nhiêu phần trăm trong tổng số quỹ còn lại vào ngày 31/12/21?",0.48916,,empty_answer,0,0,0,0,173.4539852959997,5,34.69079705919994,
0e5adc555963a2c4,vinumqa_0036,Tỷ lệ lợi nhuận gộp mảng xây dựng (LNHDXD) năm 2020 giảm bao nhiêu phần trăm so với năm 2019?,2.0,: 15.15%,ok,0,0,0,0,37.07588883900007,2,18.537944419500036,
a80bfb3133ce9a50,vinumqa_0037,"Tính đến ngày 21 tháng 2 năm 2018, tổng số cổ đông sở hữu cổ phiếu phổ thông là bao nhiêu?",2797.0,,empty_answer,0,0,0,0,121.27047084199967,5,24.254094168399934,
bd8f343fcf6fbc06,vinumqa_0038,Tỷ lệ tăng trưởng lợi nhuận hoạt động của hệ thống không gian trong năm 2011 là bao nhiêu?,0.03204,: 3.2%,ok,0,0,0,0,106.67901475999997,5,21.335802951999995,
b0729061f94bd2e3,vinumqa_0039,Chi phí thuê trung bình từ năm 2010 đến 2012 là bao nhiêu?,324.5,,empty_answer,0,0,0,0,63.815523106,5,12.7631046212,
30d8b6a7396b6f4b,vinumqa_0040,Tính phần trăm giảm biên lợi nhuận từ năm 2019 đến năm 2020 dự báo ?,-0.21801,,empty_answer,0,0,0,0,110.98430809199999,5,22.1968616184,
b8be2f580b75ef97,vinumqa_0041,"Số nợ dài hạn đến hạn trong 36 tháng tới tính đến ngày 31 tháng 12 năm 2003 là bao nhiêu, tính bằng triệu?",1041.531,,empty_answer,0,0,0,0,108.78075397900011,5,21.75615079580002,
377da13f85c63387,vinumqa_0042,doanh thu đã tăng bao nhiêu phần trăm từ năm tài chính 2018 đến 2019?,0.31448,: 31.4%,ok,0,0,0,0,69.67926662399987,5,13.935853324799973,
b8dabd4374b31c49,vinumqa_0043,Tổng số khoản thanh toán thuê tối thiểu trong tương lai sau 5 năm chiếm bao nhiêu phần trăm tổng số còn lại?,0.15465,,empty_answer,0,0,0,0,108.80334095800026,5,21.760668191600054,
fae193c9c50d35df,vinumqa_0044,Tính mức tăng sản lượng giấy kraft của DHC trong năm 2020 so với công suất thiết kế 280.000 tấn/năm.,1034.0,,empty_answer,0,0,0,0,107.96982336900055,5,21.59396467380011,
9abb81bb3573666a,vinumqa_0045,Tính tỷ lệ phần trăm tăng trưởng lợi nhuận trước thuế quý 3 năm 2020 so với quý 3 năm 2019.,0.16559,: 16.6,ok,0,0,0,0,40.83441335999942,2,20.41720667999971,
73e4cbb1ae6d4b8b,vinumqa_0046,Tính tỷ lệ ROE năm 2021 dự báo so với năm 2020 ?,1.24242,,empty_answer,0,0,0,0,111.19233708699994,5,22.23846741739999,
2ec54f78572afb57,vinumqa_0047,Tỷ lệ phần trăm doanh số bán bao bì công nghiệp năm 2006 trên doanh số bán containerboard là bao nhiêu?,0.19391,,empty_answer,0,0,0,0,112.21632411900009,5,22.443264823800018,
fcd445b9b354882b,vinumqa_0048,Tỷ lệ phần trăm thay đổi trong các khoản bổ sung tính vào chi phí từ năm 2011 đến 2012 trong phần dự phòng các khoản phải thu khó đòi là bao nhiêu?,0.41429,: 41.43%,ok,0,0,0,0,63.640196614999695,2,31.820098307499848,
4a3193d58318307d,vinumqa_0049,Phần nào trong tổng số nhân viên toàn thời gian của các hoạt động chính là tiếp viên hàng không?,0.24335,,empty_answer,0,0,0,0,88.50943808800002,5,17.701887617600004,
2a639c07e211bb8e,vinumqa_0050,tính tỷ lệ lợi nhuận trước dự phòng trên tổng thu nhập dự kiến cho năm 2021.,0.65206,,empty_answer,0,0,0,0,75.27213998799925,5,15.05442799759985,
