Question_ID,Question,Gold_Answer,Model_Answer,Exact_Match,Status,Num_Iterations,Total_Latency_Sec,Input_Tokens,Output_Tokens,Soft_Match_Score
a80bfb3133ce9a50,"Tính đến ngày 21 tháng 2 năm 2018, tổng số cổ đông sở hữu cổ phiếu phổ thông là bao nhiêu?",2797.0,,0,TIMEOUT,0,0.0,0,0,0
bd8f343fcf6fbc06,Tỷ lệ tăng trưởng lợi nhuận hoạt động của hệ thống không gian trong năm 2011 là bao nhiêu?,0.03204,: Tỷ lệ tăng trưởng lợi nhuận hoạt động của hệ thống không gian trong năm 2011 là khoảng 3.2% (tăng từ 1030 lên 1063).,0,SUCCESS,2,46.3236,4218,1087,1
b0729061f94bd2e3,Chi phí thuê trung bình từ năm 2010 đến 2012 là bao nhiêu?,324.5,": Không có dữ liệu. Bảng chỉ cung cấp số liệu về nghĩa vụ thuê cho các năm 2013, 2014, 2015, 2016, 2017 và mục ""sau đó""; không có dữ liệu cho các năm 2010, 2011, 2012, do đó không thể tính được chi phí thuê trung bình từ năm 2010 đến 2012.",0,SUCCESS,2,174.2809,6690,32977,0
30d8b6a7396b6f4b,Tính phần trăm giảm biên lợi nhuận từ năm 2019 đến năm 2020 dự báo ?,-0.21801,"Phần trăm giảm biên lợi nhuận (Tỷ lệ LNHĐKD) từ năm 2019 đến năm 2020 dự báo là **19,13%**.

Chi tiết tính toán:
- Biên lợi nhuận (Tỷ lệ LNHĐKD) năm 2019: 11,5%
- Biên lợi nhuận (Tỷ lệ LNHĐKD) năm 2020 dự báo: 9,3%
- Mức giảm: (11,5 − 9,3) / 11,5 = 2,2 / 11,5 ≈ 19,13%
</Answer>",0,SUCCESS,2,17.3474,4352,697,0
b8be2f580b75ef97,"Số nợ dài hạn đến hạn trong 36 tháng tới tính đến ngày 31 tháng 12 năm 2003 là bao nhiêu, tính bằng triệu?",1041.531,,0,TIMEOUT,0,0.0,0,0,0
377da13f85c63387,doanh thu đã tăng bao nhiêu phần trăm từ năm tài chính 2018 đến 2019?,0.31448,": Doanh thu đã tăng khoảng **31,45%** từ năm tài chính 2018 (11.632 tỷ VND) lên năm tài chính 2019 (15.290 tỷ VND).",0,SUCCESS,3,177.0786,10345,60082,1
b8dabd4374b31c49,Tổng số khoản thanh toán thuê tối thiểu trong tương lai sau 5 năm chiếm bao nhiêu phần trăm tổng số còn lại?,0.15465,": Các khoản thanh toán thuê tối thiểu trong tương lai sau 5 năm ($708) chiếm khoảng **15.47%** tổng số còn lại ($4,578).",0,SUCCESS,2,62.3695,3499,3110,1
fae193c9c50d35df,Tính mức tăng sản lượng giấy kraft của DHC trong năm 2020 so với công suất thiết kế 280.000 tấn/năm.,1034.0,,0,EMPTY_PREDICTION,3,62.5476,9747,680,0
9abb81bb3573666a,Tính tỷ lệ phần trăm tăng trưởng lợi nhuận trước thuế quý 3 năm 2020 so với quý 3 năm 2019.,0.16559,": Tỷ lệ phần trăm tăng trưởng lợi nhuận trước thuế quý 3 năm 2020 so với quý 3 năm 2019 là **16,56%**.

Cụ thể: Lợi nhuận trước thuế quý 3/2019 là 2.319 (đơn vị), quý 3/2020 là 2.703 (đơn vị). Mức tăng tuyệt đối là 384, tương ứng mức tăng trưởng = (2.703 - 2.319) / 2.319 × 100% ≈ 16,56%. (Giá trị này khớp với cột ""Tăng trưởng so với cùng kỳ (%)"" trong bảng là 16,6%.)",0,SUCCESS,2,149.0889,6203,18372,1
73e4cbb1ae6d4b8b,Tính tỷ lệ ROE năm 2021 dự báo so với năm 2020 ?,1.24242,": Tỷ lệ ROE dự báo năm 2021 so với năm 2020 là **1,24 lần** (≈ 124%). Cụ thể: ROE năm 2021 (dự báo) đạt 16,4%, trong khi ROE năm 2020 (dự báo) đạt 13,2%, nên tỷ lệ = 16,4 / 13,2 ≈ 1,24 lần. Nói cách khác, ROE năm 2021 dự báo cao hơn khoảng 24% so với năm 2020.",0,SUCCESS,2,29.8409,3963,1687,1
2ec54f78572afb57,Tỷ lệ phần trăm doanh số bán bao bì công nghiệp năm 2006 trên doanh số bán containerboard là bao nhiêu?,0.19391,,0,TIMEOUT,0,0.0,0,0,0
fcd445b9b354882b,Tỷ lệ phần trăm thay đổi trong các khoản bổ sung tính vào chi phí từ năm 2011 đến 2012 trong phần dự phòng các khoản phải thu khó đòi là bao nhiêu?,0.41429,,0,TIMEOUT,0,0.0,0,0,0
4a3193d58318307d,Phần nào trong tổng số nhân viên toàn thời gian của các hoạt động chính là tiếp viên hàng không?,0.24335,"Tiếp viên hàng không chiếm khoảng 24,33% tổng số nhân viên toàn thời gian của các hoạt động chính (24.700 / 101.500 ≈ 24,33%).
</Answer>",0,SUCCESS,2,70.7507,6265,8458,1
2a639c07e211bb8e,tính tỷ lệ lợi nhuận trước dự phòng trên tổng thu nhập dự kiến cho năm 2021.,0.65206,"Dựa trên số liệu dự kiến năm 2021 (cột 12/21F):

- Lợi nhuận trước dự phòng: 39.763 tỷ đồng
- Thu nhập lãi thuần: 43.408 tỷ đồng
- Thu nhập ngoài lãi: 17.573 tỷ đồng
- Tổng thu nhập = 43.408 + 17.573 = 60.981 tỷ đồng

Tỷ lệ lợi nhuận trước dự phòng trên tổng thu nhập dự kiến cho năm 2021 ≈ **65,04%** (khoảng 0,6504 lần).

Vậy tỷ lệ này đạt khoảng **65,04%**.
</Answer>",0,SUCCESS,2,164.5563,11153,23142,1
