Question_ID,Question,Gold_Answer,Model_Answer,Exact_Match,Status,Total_Latency_Sec,Input_Tokens,Output_Tokens
10c33f7afdcf8732,What is the nationality of the driver that finished second at the 2001 Brazilian Grand Prix ?,German,German,1,SUCCESS,5.179,1016,1
115e479314168a9d,What were the core subjects of the university attended by Fred Felber at the time of its establishment ?,liberal arts,North Dakota.,0,SUCCESS,4.5396,762,3
145825860ef076ea,Who is the director of the most recent film to feature one of Shende 's songs ?,Gautham,Vinay Shukla,0,SUCCESS,17.3971,877,1275
14cf3e3f6de12822,What is the population of the location that contains a tree on the list that is a registered natural monument of the country ?,over one million people,The context does not provide population data for any location.,0,SUCCESS,4.5517,817,11
163108f5737380d0,What year did the university attended by Kentwan Balmer first start ending the practice of racially segregating students ?,1951,1951,1,SUCCESS,4.7819,803,2
174f991d704c85a5,What historic place is located in a city where U.S . Highways 2 and 169 are two of the main roads ?,Frank Gran Farmstead,Bigfork Village Hall,0,SUCCESS,4.7536,695,4
175db44dc00c3811,"What is the capacity in MW of the wind farm that was built in three phases , with the first coming online in 2002 , the second in 2009 and the third in 2019 ?",407,160 MW,0,SUCCESS,4.7122,935,2
17b20c1ca147dd86,How many Democrats were born in the month of June ?,3,Cannot be determined from the provided context.,0,SUCCESS,6.0097,1004,148
18221d53742114c3,Who sponsors the distribution that is in-progress and using binary blobs ?,Red Hat Inc.,Free Software Foundation,0,SUCCESS,4.5371,527,3
1924aad25d32e0aa,"What is the release date of the game that features a number of new features and improvements to its predecessor , including multiplayer options ?",2010-09-28,"The provided context does not contain information about a game with ""a number of new features and improvements to its predecessor, including multiplayer options.""",0,SUCCESS,5.1039,859,27
1ac08e09d0fd7af9,What is the nickname of the driver who finished with a time of 1:23.271 in the qualifying round of the 1998 British Grand Prix ?,The Flying Finn,The Flying Finn,1,SUCCESS,5.822,1061,3
1ac9822f92cc06aa,How many boroughs does the 10th most populated metro area have ?,Seven,Not provided in the context.,0,SUCCESS,6.0345,1060,144
1ae4ed2018014fae,How many employees work for the company that is located in a country where there are ten provinces and three territories ?,"6,000","10,000",0,SUCCESS,6.2584,740,201
1b7e153ef76e90e2,The squash player that won the 2019 CIB Egyptian Tour had previously won the Under-15 British Junior Open Squash title the same year the Under-19 title winner was a player that would go on to win a gold medal in what games ?,2019 Pan American Games,2019 Pan American Games,1,SUCCESS,4.902,932,5
1bbddc275723dbf6,What was the major education bill of the president who appointed Gale Norton ?,No Child Left Behind Act,No Child Left Behind Act,1,SUCCESS,4.3695,698,5
1bcc36801ece09e6,Along what river is the town that the route which was redesignated as Leeds and Grenville County Road 32 goes to located ?,Saint Lawrence,Saint Lawrence River,0,SUCCESS,4.6105,606,3
1c95b268b15c5687,What people founded the place in Elmore ?,French,The context does not specify who founded the place in Elmore County.,0,SUCCESS,5.9589,334,14
1e911a9dd9d2677f,what country submitted a not nominated film that had a director who born 1944 ?,Cuba,Algeria,0,SUCCESS,5.6777,832,3
1f7e1ba710ad54f2,For whom was this neighborhood constructed in the 18th century located in the district whose name means old city in Catalan ?,the Ribera neighborhood,Residents of the Ribera neighborhood.,0,SUCCESS,4.4101,846,9
20dc9f942c897dc4,How many kilograms does the player recruited from the club nicknamed The Double Blues weigh ?,88,88 kilograms,0,SUCCESS,5.2023,985,70
22611a9d70bd5177,Which player attended the school with athletic teams called Rainbow Warriors and Rainbow Wāhine ?,Bill Blanchette,Bill Blanchette,1,SUCCESS,4.9519,617,4
226e3e5cd7ec9f29,What is the state population rank of the Bay Area city which contains the Charles M. Schulz Museum and Research Center ?,28th,28th most populous city in California.,0,SUCCESS,4.6529,786,8
237f9bbf883540da,"What is the name of the route that goes via the location whose population was 9,449 at the 2010 census ?",CR 202,North Lincoln Road,0,SUCCESS,4.9198,687,3
248995baa9d16235,What is the song title of the artist who is known for his participation in the Eurovision Song Contests of 1967 and 1969 ?,Ik heb zorgen,Ik heb zorgen,1,SUCCESS,4.6814,747,3
24ea477679de12dd,What is the month of birth of the player with the fourth most National Football League career rushing yards ?,July,Unknown,0,SUCCESS,6.037,1363,122
262972a04afab0e9,What is the position of the driver that earned the CART Championship in 2002 ?,15,10,0,SUCCESS,4.9418,779,1
27af70f4003ec1a7,"What is the shape of the parasite that can affect the human eye , brain , and skin and is often transmitted by thin lens placed directly on the surface of the eye ?",Amoeboid,Acanthamoeba spp.,0,SUCCESS,5.0547,730,7
291549462c89ca02,An author with 19 names penned a parody of a gameshow developed for the U.S. by Michael Davies that was originally hosted in American by what person ?,by Regis Philbin,Regis Philbin,0,SUCCESS,4.6929,739,4
2a61bfaecf11277a,"Where was the organization , who won the third staging of the championship , founded ?",Hayes ' Hotel,"The organization was the Gaelic Athletic Association, founded in Thurles, County Tipperary.",0,SUCCESS,5.5862,669,18
2a696a65b9c1023b,How many times did the musicians with the song If You Do n't Know Me by Now make the top ten singles of the United Kingdom ?,ten,Not enough information.,0,SUCCESS,7.0576,851,204
2a6c741b24e33e1b,Who is the older brother of the driver with a lap time of 1:33.297 ?,Michael Schumacher,Michael Schumacher,1,SUCCESS,5.3819,1049,4
2a7b07f9bb25ec05,What was the former name of the most recent landmark ?,Chalk Cave and Baird Cave,Not provided in the context.,0,SUCCESS,77.6362,816,7416
2b0d72fe39e8be37,"What kind of syenite makes up the mountaintop in Brazil 2,798 meters above sea level ?",nepheline,nepheline syenite,0,SUCCESS,4.6403,944,7
2c9d29d60efd9722,what is the age the player born 28 October 1973 ?,46,46,1,SUCCESS,4.3391,772,1
2d9eb0c86f3deaf9,What is the higher engine make/capacity value of a vehicle made in the largest city in Japan 's Chūbu region ?,354 cc,354 cc,1,SUCCESS,5.3505,1116,93
2edb791a4ecfa7b8,To what team did the athlete go who was from the team that was founded on 30 November 1896 as a sports club ?,Internazionale,Arsenal,0,SUCCESS,4.1936,788,2
2f0b19f81b97eb5a,Which ship had the cannon with a caliber of less than 412.8 but more than 406 millimeters which was salvaged in the seventies ?,Mutsu,Not enough information.,0,SUCCESS,10.8491,996,617
2f319646582b93ba,What was the order of the religious people who lived at the building that was part of the largest medieval hospital in Denmark which King Christian I turned into an Augustinian priory 1497 ?,Order of the Holy Ghost,Order of the Holy Ghost,1,SUCCESS,7.6805,841,382
2f82321b166609ee,What is the Chinese title of the film whose director was born on 7 March 1926 ?,梁山伯与祝英台,,0,EMPTY_PREDICTION,24.3337,0,0
2f86a9a113cadad1,How many total championship points did the constructor win whose driver won the 2008 FIA GT Championship ?,38,,0,TIMEOUT,0.0,0,0
311756ad4d081893,"During the AFL 2013 draft , the 4th pick drafted by Western Bulldogs was born in what month ?",November,November,1,SUCCESS,5.0873,699,1
3177bdd8b935e45f,"What highway passes by the airport in Canada that had 168,889 airplanes move in a year ?",Highway 2,Highway 2.,1,SUCCESS,4.824,1094,5
31fe5d56fd5bd58b,What kind of dam is the tallest dam in Europe ?,Gravity,Concrete gravity dam,0,SUCCESS,4.6598,967,4
335a4f26c9cb0ad1,What city contains the home stadium of the winner of the 1993 John Hancock Bowl ?,"Norman , Oklahoma",Oklahoma,0,SUCCESS,4.6795,909,2
3466895fac665976,The owner of Dufferin Communications is a radio broadcasting company that operates an AM station that is the only what in Manitoba ?,multilingual radio station,The only French-language radio station in Manitoba.,0,SUCCESS,5.1446,585,9
34c1bff132375563,"How long , in kilometers , is the road that is the end of route CR 10A ?",522.59 km,15.87 km,0,SUCCESS,5.3618,2098,11282
35e4463ff9685e93,What year did the empire of Portugal establish the city of Santos Dumont Airport ?,1565,The provided context does not contain information about the empire of Portugal establishing the city of Santos Dumont Airport.,0,SUCCESS,4.9706,886,21
377926fc8001a4af,What is the team for the racer who was brought in to replace fellow Italian Jarno Trulli ?,Renault,Renault,1,SUCCESS,5.1452,680,2
37c8afff3fd003de,What island do the residents near the Lucerne shipwreck almost exclusively live on ?,Madeline Island,Madeline Island,1,SUCCESS,5.8511,844,96
3832ebd26bede85f,"At the 2010 census , what was the population of the town that is the end of route CR 7 ?","1,163",The context does not provide information about route CR 7 or its endpoint.,0,SUCCESS,4.9948,719,15
3844d089f5469ade,"What Constructor made the vehicle for the Driver who overall won 32 Formula One races , 22 pole positions and 1,899 points from 311 starts ?",Renault,McLaren - Mercedes,0,SUCCESS,5.1122,1080,5
38c022dc75b42938,"Of the teams that did not play in the top division last season , the oldest one plays out of a stadium that was originally built to host what event ?",1999 Summer Universiade in Palma,1929 Barcelona International Exposition,0,SUCCESS,4.8072,947,5
3b717fdb94e56f60,"What kind of figure was the namesake of the stadium that has the same capacity as the stadium opened in 1981 , but is located in the city known as `` the city under Marko 's Towers '' ?",Revolutionary,Revolutionary figure.,0,SUCCESS,4.9639,1078,5
3be79807167fc64a,"Which school is featured in the Netflix sport series that debuted on July 29 , 2016 ?",East Mississippi Community College,East Mississippi Community College,1,SUCCESS,4.9326,651,4
3dc3aaaa06cbfc49,What is the total winning percentage for the driver who came in first place ?,46.15%,46.15%,1,SUCCESS,6.1397,1103,96
3e2e553a85a4f7d8,What is the capacity in MWs of the farm belonging to the company based in Edmonton ?,149.4,300,0,SUCCESS,5.0684,652,1
3e4e61e1b9d43759,How many million square kilometres is the country who had a player whose 2012-13 club 's arena is known locally as the Thunderdome ?,9.98,Cannot be determined from the context.,0,SUCCESS,12.3912,816,794
3f6961cfd737d696,What is the city of birth of the number 4 draft pick of the 2001 XFL Draft ?,Louisville,Louisville,1,SUCCESS,5.0169,793,2
417e8f49a367e1cf,What is the completion year for the church who 's ruins are currently being researched by members of the Jamestown Rediscovery project ?,1647,1647,1,SUCCESS,5.3982,725,2
4190e99b1fc0cd9c,Which year did the person who completed the qualifying race of the Canadian Grand Prix of 1999 in 1:19.440 first get onto the podium ?,1995,1998,0,SUCCESS,5.2923,1247,2
4258f5d5f0b610ec,What branch is the youngest chief of defence from ?,Army,Air Force,0,SUCCESS,4.452,1120,2
4373828a6890f3db,What age did the driver who finished at position 6 at the 2005 European Grand Prix qualifier start go-karting ?,three,8,0,SUCCESS,4.9577,1005,1
4415fe2496ce4dc0,For how long was the husband of the actress that made her film debut in Last Action Hero ranked world No . 1 ?,286 weeks,286 weeks.,1,SUCCESS,4.525,933,3
45afa1768b409df9,What month was the driver with a gap of +3.926 born ?,July,November,0,SUCCESS,5.2719,1049,1
46a7a4b68a424075,Which publication designated the person who created the artwork King at Rest as renown in the northwestern region of the US ?,Willamette Week,Willamette Week,1,SUCCESS,5.4842,818,4
4b12f17766fafc1d,What is the national title of the film whose production country is a unitary parliamentary democracy and constitutional monarchy ?,Dogville,The national title is **La Pianiste**.,0,SUCCESS,4.7298,905,9
4c18213568508e6e,What Trail has a section in the town that starts the highway that ends in a town on the eastern shore of Lake Huron at the mouth of the Maitland River ?,Bruce,Algonquin Trail,0,SUCCESS,4.5656,891,4
4c267931c04686ac,"Which person had the most laps led from a winning manufacturer that had two men start the company on November 3 , 1911 with a pole position guy that had a three time champion of the Nascar Gander RV & Outdoors Truck Series ?",James Buescher,James Buescher,1,SUCCESS,10.4027,932,632
4d6bfbc7abb0308f,In which league was the player to debut against the Reggae Boyz the highest scorer ?,K League 1,K League 1,1,SUCCESS,6.4872,982,119
5146898ab8595346,What is the area of the small old center of the city that Big Brother participant Ben Duncan is from ?,1.12 square miles,The context does not provide information about the area of the small old center of the city that Ben Duncan is from.,0,SUCCESS,5.0052,877,23
5163fdb238a060bd,In what month did the season conclude the year that Owen Turtenwald won the Grand Prix in Nice ?,August,December,0,SUCCESS,5.3954,864,1
516f178e5a7c6503,What was the month of birth of the number 3 ranked competitor in the 1997 World Junior Figure Skating Championships ?,November,June,0,SUCCESS,4.9623,1051,1
51994b0c74870590,What is the rank of the 555 meter South Korean building in the world in terms of height ?,5th,5th,1,SUCCESS,4.9643,982,2
51a8ab50c42fbc7e,"On which date was this spacecraft decommissioned , which was built to explore the C-type asteroid composed of primitive carbonaceous material ?",1 November 2018,12 December 2019,0,SUCCESS,5.0716,906,5
51b148d6265b2433,In what year was the lyricist of `` Jis dil mein basa tha pyaar tera '' born ?,1924,1953,0,SUCCESS,4.8856,1028,2
51c7cb7b9b086651,"When was the fastest driver for McLaren , Mercedes born ?",28 September 1968,1968-09-28,0,SUCCESS,5.7529,997,6
52940168b8d4e009,What is the name of the racecourse whose country was first inhabited by modern humans during the Upper Palaeolithic period ?,Bibury Racecourse,Cannot be determined from the provided context.,0,SUCCESS,5.6339,834,113
53e485646449d222,How many undergrad majors are in the university attended by Henry Ellard ?,60,Cannot be determined from the given context.,0,SUCCESS,6.3708,842,175
541da06255b52db6,What is the league whose city forms part of the Pearl River Delta megalopolis ?,China Futsal Super League,Chinese_Volleyball_League,0,SUCCESS,4.7667,817,6
557d7c22208b7604,Where is this Publisher located whose Platform only has one entry on the list ?,Kyoto,"Novato, California.",0,SUCCESS,4.6717,729,5
55fb4e74d50b3393,Which concrete arch dam is located in the country home to the two global cities and economic centres of Zürich and Geneva ?,Mauvoisin Dam,Mauvoisin Dam,1,SUCCESS,6.314,1064,5
560e6ba9877d22a6,"For the latest member to serve , what were some of the things her party opposed ?",the abolition of slavery,"Based on the context, the latest member to serve is Marisara Pont Marchese, whose party is PPD with Democrat affiliation. The context does not provide information about what the Democrat party opposed.",0,SUCCESS,7.0888,925,41
5728bdcb0bedc535,What is the name of the airport in the city that is the most populous urban area in Central America ?,La Aurora International Airport,La Aurora International Airport,1,SUCCESS,10.5932,1124,566
58cc2d00ae0f3100,Near what pass is the volcano that last erupted in the Holocene era ?,Santiam Pass,Santiam Pass,1,SUCCESS,5.9326,840,3
5914afe6f78c7c18,"What is the elevation of this park located in the district of 131,452 people in 2013 ?",125 metres,The provided context does not include elevation information for any park.,0,SUCCESS,5.2832,1034,12
59299b0b5cb88d8c,What is the home city of competitor number 8 's team ?,Oslo,Vålerenga,0,SUCCESS,4.8747,607,4
5a6bb9bfd379f8a7,What was the name of the prisoner who escape from Rio Piedras State Penitentiary in Puerto Rico ?,William Lane,William Lane,1,SUCCESS,4.7065,643,2
5b75b20de499cd08,In which year was the seat represented by the son of John Rempston split into two ?,1832,1832,1,SUCCESS,4.4315,825,2
5bea2164b7d2c337,What was the last year of the athletic program at the post-secondary school attended by Junior Galette ?,2015,2015,1,SUCCESS,4.9995,933,2
5c14c28e4727ac7d,Who designed a house in the county seat of Anne Arundel County ?,William Buckland,William Buckland,1,SUCCESS,5.3087,772,3
5c193dcf3d1f9440,What city was the trainer of the 1967 American Horse of the Year born ?,Centreville,Frank Y. Whiteley Jr.,0,SUCCESS,4.9181,903,7
5cdc8869a06434f6,"Located in Indianapolis , how many Grands Prix did this season consisted of where the event type usually takes place in the summer or autumn ?",Twenty,Cannot be determined from the provided context.,0,SUCCESS,20.0742,698,1551
5cf5625f21bb3148,How many years is the claimed age of the city where 103+ were killed by a vehicle bomb on 27th of January ?,"3,500",Cannot be determined from the context.,0,SUCCESS,7.4426,850,244
5de3aed5acae413d,How many clinical departments are contained in the post-secondary school attended by Charles Mann ?,16,16,1,SUCCESS,5.9017,747,90
5ebf8b11226575c3,How many seasons did the driver who finished 8th in the 2004 Chinese Grand Prix qualifying round drive in Formula One ?,ten,Cannot be determined from the provided context.,0,SUCCESS,8.903,1263,388
5fd71c286251aec1,What is the single/pack of the artist who was born on 3 December 1948 ?,Guitar Hero Track Pack 1,Guitar Hero Track Pack 1,1,SUCCESS,4.2897,783,8
6093d7216eade2ca,"Out of all top scorers , which one is the oldest ?",Per Kristoffersen,No information about the age of top scorers is provided in the context.,0,SUCCESS,5.0197,983,15
63f5fa13c6c34e1d,"What was the time of the only driver in history to win seven Formula One World Championships , five of which he won consecutively ?",1:31.075,1:31.075,1,SUCCESS,5.0906,1026,5
646b223b1a2b2392,The route that goes through Treadwell Road ends at a town with what 2010 population ?,"2,411","2,267",0,SUCCESS,4.8556,440,3
65b69d46bd5b9ab4,What temperature scale was invented in the city that was the capital of Sweden from 1273 to 1436 ?,Celsius,No information about temperature scales is provided in the context.,0,SUCCESS,5.0743,776,11
66060efe9b674c93,What is the area in km squared of the country that has members of the Baka ethnic group ?,"79,343",The context does not provide the area in km² of any country.,0,SUCCESS,5.6781,737,14
680545cc25b01832,"What is the name of the bridge whose county 's population was 281,674 in 2010 ?",Androscoggin Swinging Bridge,Androscoggin Swinging Bridge,1,SUCCESS,5.3061,1236,7
687930dc57e6d7b4,How many Formula One races has the person who finished the qualifying race of the Canadian Grand Prix of 1999 in 1:20.378 obtained a win in ?,three,Cannot be determined from the provided context.,0,SUCCESS,14.5361,1220,916
6a1fab76db672891,What is the seating capacity of the stadium that is built on the site of the former Lansdowne Road Stadium ?,"51,700","51,700",1,SUCCESS,4.7972,953,3
6a559d012841253a,What division was the man in the Air Force in 1943 assigned to shortly before the US joined WWII ?,Air War Plans,The provided context does not specify what division the man in the Air Force in 1943 was assigned to shortly before the US joined WWII.,0,SUCCESS,4.9396,725,28
6be96bd8963d8ea9,In 1998 the Champion team was a part of what division ?,Atlantic Coast Conference of NCAA Division I soccer,First Division,0,SUCCESS,4.737,833,2
70d0beb6c2cb07bc,What is the capacity of the stadium that was completed in March 1999 at a cost of A $ 690 million ?,"83,500","110,000",0,SUCCESS,4.4048,760,3
719ed89f043d9b8f,When did the politician beaten by the current Minister of Mines and Energy resign as president of his party ?,2016,No answer can be provided based on the given context.,0,SUCCESS,4.6895,902,11
72192864e58282fe,What city hosted the World Championship in the season that Shouta Yasooka ranked 5th twice ?,Chiba,Paris,0,SUCCESS,4.5219,809,1
72b239192ab22f7f,"Which September 9 , 2000 main event person is youngest ?",Justice Pain,Drake Younger,0,SUCCESS,5.0165,633,3
736409ec408ae21d,What is the venue of the event whose host gained worldwide attention when his single `` When You Say Nothing at All '' was featured in the film Notting Hill ?,Rotterdam Ahoy,Brandenburg Gate,0,SUCCESS,4.41,779,3
74c78bc9ffb4fd39,What is the birthday of Ford 's oldest winning driver ?,"October 28 , 1944","August 8, 1964",0,SUCCESS,4.5601,729,7
750d6223ab0812bc,What is the scheduling number of the site where the remains of a Romano-Celtic Temple can be found ?,1008211,No answer can be provided from the given context.,0,SUCCESS,5.1308,467,10
756ad73447cf407c,What is the nationality of the position 1 finisher of the 2000 San Marino Grand Prix ?,Finnish,Finnish,1,SUCCESS,5.56,1066,2
76c3aa9c657f8e17,"What album was released in 1967 by American sunshine pop band of the 1960s that was a part of a label headquartered in Los Angeles , California ?",Feelin ' Groovy,Feelin' Groovy,1,SUCCESS,4.6573,625,5
774f76bf3d767ead,Which conflict caused the second place team of Campeonato Paulista in 1908 to not mention its German roots ?,World War II,World War II,1,SUCCESS,5.0282,799,3
7a2b46741c809315,Which team did the driver that finished fastest in the qualifying round of the 2005 British Grand Prix make his Formula One debut with ?,Minardi,Renault,0,SUCCESS,5.1655,1221,2
7a39d46c0a900083,Which city is located nearby this elaborate tomb in this country bordered by Romania to the north ?,"Kazanlak , Bulgaria",Silbury Hill and Avebury stone circle,0,SUCCESS,4.8198,836,8
7a831c629681be59,What film was directed by the director born on 28 November 1933 ?,The Upthrown Stone,Monsieur Hawarden,0,SUCCESS,5.392,659,6
7acbf7a7643ef2ba,The team that plays in the arena with the sixteenth-highest seating capacity were originally known by what name ?,Minnesota North Stars,,0,TIMEOUT,0.0,0,0
7b9ff122ad967ced,What the original name of the team that won the FAI Cup in the 1925 - 26 season when they were founded ?,Fords F.C,Fordsons,0,SUCCESS,4.4949,941,3
7c05600ff66b731b,How many trees are approximately growing in the city which contains City Road Cemetery ?,4.5 million,4.5 million trees,0,SUCCESS,4.7138,716,82
7c2df9c6b7089ea0,Which university is the 1989 Most Outstanding Player of the America East Conference Men 's Basketball Tournament head basketball coach ?,New Jersey City University,New Jersey City University,1,SUCCESS,9.0878,788,520
7dc78b5327210208,The home stadium of the New York Jets is located how many miles west of New York City ?,8,8 miles,0,SUCCESS,4.8953,759,52
7fd3c960de2c984d,"Who is the oldest Minardi , Ford driver ?",Luca Badoer,Luca Badoer,1,SUCCESS,4.7602,1101,5
808d8b25e1cfc5be,What is the full name of the oldest suspended athlete that violated rules in 2010 or later ?,Ahmed Ibrahim Baday,Roberto Barbi,0,SUCCESS,4.8476,1981,11740
80f12bc33c363ba0,How many years did the person who finished the qualifying round of the French Grand Prix of 1952 in 2:21.6 drive in Formula One ?,fourteen,Cannot be determined from the provided context.,0,SUCCESS,9.8359,1359,435
8189497c5ab37fe7,Which bridge spans the river that is the lower 12 miles ( 19 km ) of Washington state 's Green River ?,First Avenue South Bridge,First Avenue South Bridge,1,SUCCESS,4.2941,608,4
81c7798c0af5690a,There 's a good chance Santiago J. Erevia is a graduate of what ?,US Army Air Assault School,There is no information in the context about Santiago J. Erevia's education.,0,SUCCESS,4.649,870,16
83446304518e3202,What are fans of the football club with 2016 revenue less than 169.3 but more than 164.8 called ?,Evertonians or Blues,Not stated in the context.,0,SUCCESS,11.9973,976,713
847041d4fa9a40d4,How many games did the World Basketball Association team win during their only season of existence ?,9,Cannot be determined from the provided context.,0,SUCCESS,5.8693,765,148
86735444f12f105b,Where is the channel that broadcasts multiple languages located ?,"Winnipeg , Manitoba","Vancouver, British Columbia",0,SUCCESS,4.4377,731,5
87a716ffeee7c9f6,How many times was the player nicknamed The Georgia Peach runner-up ?,four,2,0,SUCCESS,5.8909,974,140
8935806f630573ac,Which former Most Outstanding Player was a first round draft selection of the Portland Trailblazers in 1978 ?,Ron Brewer,Ron Brewer,1,SUCCESS,5.3721,986,43
89e1c7f63ef47776,What is the length in km of the county route that cross the eastern part of the american state of New York ?,2.11,152.55 km,0,SUCCESS,4.6298,809,4
8a92baac4500c54b,What location was the twelfth season of the Magic 's event take place that was the main event of a minimum three-day mini-convention ?,San Francisco,Amsterdam (Netherlands),0,SUCCESS,4.4384,747,6
8af7661b0cc32719,What is the area of the Seoul park located in the same district that is home to Konkuk University and Sejong Universityr ?,"23,450㎡","593,036㎡",0,SUCCESS,4.9778,1174,4
8b4f6bae5cc5c186,What was the establishment year of the university attended by Willie Adams ?,1888,1965,0,SUCCESS,4.8623,737,2
8bd1fff36d9dfba0,Which 1964 player is the oldest ?,Syl Apps,"Syl Apps, Jr.",0,SUCCESS,5.08,888,6
8d4ce7921f557240,"What color is the mascot of the club who 's player is younger brother of former Collingwood and Fremantle player , Chris Tarrant ?",grey,purple and white,0,SUCCESS,3.8682,654,4
8dcffe4b10c32367,Who is the brother of the winning driver of the pole position who drives the No . 14 Ford Mustang ?,Kurt Busch,Darrell Waltrip,0,SUCCESS,4.9345,749,4
8e47e4ffcd370d4c,How many Formula One events did the person who finished the qualifying round of the San Marino Grand Prix of 1984 right behind Manfred Winkelhock compete in ?,143,Cannot be determined from the provided context.,0,SUCCESS,9.6728,1009,425
8e618c2e2b25dda7,"How many players that were born in 1990 and were acquired in 2012 , were defencemen ( D ) ?",2,Not enough information.,0,SUCCESS,5.6999,521,105
8ffb2f5bdd6a8fef,How many seasons included the opponent that plays its home games at Madison Square Garden in the borough of Manhattan ?,8,The context does not specify the number of seasons.,0,SUCCESS,8.2453,833,279
9066be7343839275,What racist policy did the 1881 Major League Baseball batting champion support ?,segregation,I cannot answer this question based on the provided context.,0,SUCCESS,5.0583,952,11
94c2eb5d1e047722,Which peninsula contains the passage grave first built in France in 4850 BC ?,Kernéléhen,Kernéléhen peninsula,0,SUCCESS,4.4101,761,5
9578b7b3e4105ec7,What is the length ( km ) of the route whose via location is named after a Revolutionary War hero ?,2.09,5.55,0,SUCCESS,5.0993,803,3
959fcd61e3a5425f,What is the full name of the politician that has served the most recently ?,Angela Dawn Craig,,0,TIMEOUT,0.0,0,0
96ad5e8f36eca29e,"Regarding the routes that start at the county named in honor of an U.S. Revolution War general , which one of them has more than 3 miles of extension ?",CR 132,CR 132,1,SUCCESS,6.1593,1013,199
97370d1641e22deb,What is the best achievement the racer who finished just behind Mark Webber at the San Marino Grand Prix of 2004 has gotten in the drivers ' championship of the world ?,sixth,Third.,0,SUCCESS,4.425,1041,2
