Index,Batch_ID,Question_ID,Table_ID,Source_ID,Question,Gold_Answer,Qwen_Answer,Exact_Match,LLM_Judge,Status,Num_Iterations,Total_Latency_Sec,Avg_Latency_Per_Step,API_Call_Count,Input_Tokens,Output_Tokens,Total_Tokens
11,,6241c1035d56ee4d,vinumqa_0011,JPM/2007/page_152.pdf-2,Tài sản trung bình (tính bằng tỷ đô la) của từng quỹ tự tài trợ của công ty là bao nhiêu?,390.525,: Tài sản trung bình (tính bằng tỷ đô la) của từng quỹ tự tài trợ của công ty là 1562.1 tỷ đô la.,0,NOT_RUN,SUCCESS,2,6.4583,3.2292,4,2906,125,3031
12,,f9c21e94896b6005,vinumqa_0012,C/2009/page_141.pdf-2,Tỷ lệ phần trăm tăng thêm cho các khoản bổ sung bán hàng mới của dự trữ mua lại từ năm 2008 đến năm 2009 là bao nhiêu?,0.43478,": Tỷ lệ phần trăm tăng thêm cho các khoản bổ sung bán hàng mới của dự trữ mua lại từ năm 2008 đến năm 2009 là 43,48%.",0,NOT_RUN,SUCCESS,2,7.3427,3.6713,4,3063,163,3226
13,,2cf9f92797f985db,vinumqa_0013,masvn/2022/2022051-VN_VHM_Update_Buy_Q1_2022_20220602/page_1_QB3,Lợi nhuận sau thuế (LNST) dự báo cho năm 2024 là bao nhiêu tỷ đồng?,40791.0,: 40.791,0,NOT_RUN,SUCCESS,2,7.9426,3.9713,4,3967,218,4185
14,,911f58bf5305ecfa,vinumqa_0014,HUM/2018/page_46.pdf-1,lợi nhuận cao nhất trong năm đầu tiên của khoản đầu tư là bao nhiêu?,40.0,": Lợi nhuận cao nhất trong năm đầu tiên của khoản đầu tư, tức là năm FY 2016, là 668 tỷ đồng, tương ứng với chỉ tiêu ""Doanh thu"" trong bảng vinumqa_0044.",0,NOT_RUN,SUCCESS,2,7.8139,3.907,4,3984,155,4139
15,,cb69624b08f7e46e,vinumqa_0015,GPN/2009/page_85.pdf-4,Tổng thu nhập hàng năm của một nhân viên là bao nhiêu?,125000.0,: Tổng thu nhập hàng năm của một nhân viên là 171.458 tỷ đồng.,0,NOT_RUN,SUCCESS,2,7.1499,3.5749,4,3114,84,3198
16,,ae53ef1f97228793,vinumqa_0016,PNC/2014/page_156.pdf-1,Tổng dự phòng cụ thể trong danh mục TDR tổng thể tính bằng tỷ đồng vào ngày 31 tháng 12 năm 2014 và ngày 31 tháng 12 năm 2013 là bao nhiêu?,0.9,: Không đủ thông tin để xác định tổng dự phòng cụ thể trong danh mục TDR tổng thể vào ngày 31 tháng 12 năm 2014 và ngày 31 tháng 12 năm 2013.,0,NOT_RUN,SUCCESS,2,12.3973,6.1986,4,3703,738,4441
17,,af6af8c2abaf62b0,vinumqa_0017,masvn/2021/2021130-210927_ACB_2H21_outlook_vn/page_1_QA7,"Dựa trên P/B dự phóng cuối năm 2022 và P/B hợp lý, tiềm năng tăng giá là bao nhiêu phần trăm?",0.25,": Dựa trên P/B dự phóng cuối năm 2022 là 1,3 và P/B hợp lý được xác định là 1,8 (dựa trên giá trị cao nhất trong quá khứ và xu hướng giảm dần), tiềm năng tăng giá được tính theo công thức: ((P/B hợp lý - P/B dự phóng) / P/B dự phóng) × 100%. Kết quả là ((1,8 - 1,3) / 1,3) × 100% ≈ 38,46%. Do đó, tiềm năng tăng giá là khoảng **38,46%**.",0,NOT_RUN,SUCCESS,4,16.502,4.1255,10,10334,609,10943
18,,bafcb6d69bb9e99a,vinumqa_0018,UAA/2017/page_52.pdf-4,Phần nào của tổng thu nhập hoạt động được tạo ra bởi phân khúc Bắc Mỹ trong năm 2015?,1.12829,,0,NOT_RUN,MAX_ITER,5,519.7448,103.949,15,58212,22590,80802
19,,4c37b171f1da2769,vinumqa_0019,masvn/2020/2020127-PC1_Companynote_MAS02.10.2020/page_1_QA7,Tổng công suất (MW) của các nhà máy thủy điện mới đi vào hoạt động năm 2020 và dự án Bảo Lạc A dự kiến là bao nhiêu?,84.0,: 84 MW,0,NOT_RUN,SUCCESS,2,8.765,4.3825,4,3893,283,4176
20,,db99c5e483886c2a,vinumqa_0020,IPG/2015/page_79.pdf-2,Giá cổ phiếu dựa trên tỷ suất cổ tức tại thời điểm cổ tức được tuyên bố là bao nhiêu?,12.5,": Giá cổ phiếu dựa trên tỷ suất cổ tức tại thời điểm cổ tức được tuyên bố là khoảng 1.846, được tính bằng cách chia tỷ suất cổ tức dự kiến (2.4%) cho lãi suất phi rủi ro (1.3%).",0,NOT_RUN,SUCCESS,2,10.5956,5.2978,4,3027,517,3544
21,,e477e91dd73506dc,vinumqa_0021,SNPS/2006/page_67.pdf-3,Tỷ lệ phần trăm công nghệ hiện có trong tổng tài sản vô hình là bao nhiêu?,0.65,: 65%,0,NOT_RUN,SUCCESS,4,20.6333,5.1583,10,8729,975,9704
22,,caf683e0dfae7289,vinumqa_0022,masvn/2021/2021024-VN_CTD_Update_Buy_1Q21/page_1_QA8,Doanh thu năm 2020 đã giảm bao nhiêu phần trăm so với năm 2019?,0.38495,": Doanh thu năm 2020 đã giảm 38,49% so với năm 2019.",0,NOT_RUN,SUCCESS,2,7.6969,3.8485,4,4258,158,4416
23,,238439be38cf05e5,vinumqa_0023,masvn/2020/2020034-BSR-Update9M2019-31102019/page_1_QA1,Lợi nhuận sau thuế (LNST) thấp nhất (tính bằng VNDbn) trong giai đoạn được báo cáo là bao nhiêu?,129.0,": Lợi nhuận sau thuế (LNST) thấp nhất trong giai đoạn được báo cáo là 663,0 triệu VND, được ghi nhận ở FY2019(F).",0,NOT_RUN,SUCCESS,2,9.8964,4.9482,4,4984,174,5158
24,,23717ab10aff5a44,vinumqa_0024,masvn/2022/2022033-2022-Apr-Strategy-VN_Equity_KCN_MAS-N/page_9_QA3,"Dựa trên giá mục tiêu của IDC và EPS dự phóng cho năm 2022, tỷ lệ P/E ngụ ý là bao nhiêu?",11.76088,": Tỷ lệ P/E ngụ ý dựa trên giá mục tiêu của IDC và EPS dự phóng cho năm 2022 là khoảng 11,81 lần.",0,NOT_RUN,SUCCESS,2,7.3321,3.666,4,3482,277,3759
25,,50abdb20e9828b8b,vinumqa_0025,VNO/2003/page_97.pdf-2,"Sự thay đổi trong các khoản thanh toán gốc đến hạn năm 2006 so với năm 2007 là bao nhiêu, tính bằng nghìn?",-256245.0,": 256,245",0,NOT_RUN,SUCCESS,2,7.711,3.8555,4,2886,286,3172
26,,6b1f441ea71fd6dd,vinumqa_0026,masvn/2022/2022047-PNJ_Companynote_MAS03.05.2022/page_1_QB9,Tổng tăng trưởng doanh thu mảng bán lẻ và bán sỉ dự kiến trong năm 2022 là bao nhiêu phần trăm?,56.4,": Tăng trưởng doanh thu mảng bán lẻ dự kiến là 44,3%, mảng bán sỉ dự kiến là 12,1%.",0,NOT_RUN,SUCCESS,2,10.1359,5.0679,4,4494,834,5328
27,,1e0b0ddc3b61e2d7,vinumqa_0027,masvn/2020/2020050-200414_VCB_2019_review_vn/page_1_QA9,Lợi nhuận hoạt động trước dự phòng dự kiến sẽ tăng bao nhiêu (tỷ đồng) từ năm 2020 đến năm 2021?,6451.0,: Lợi nhuận hoạt động trước dự phòng dự kiến sẽ tăng 6451 tỷ đồng từ năm 2020 đến năm 2021.,0,NOT_RUN,SUCCESS,3,12.5526,4.1842,7,8910,297,9207
28,,98f35c691b930487,vinumqa_0028,SWKS/2010/page_105.pdf-3,Tỷ lệ thay đổi phần trăm của dòng tiền ròng ra trong năm 2010 so với năm 2009 là bao nhiêu?,0.92525,": Tỷ lệ thay đổi phần trăm của dòng tiền ròng sử dụng cho hoạt động đầu tư trong năm tài chính kết thúc ngày 1 tháng 10 năm 2010 so với năm tài chính kết thúc ngày 2 tháng 10 năm 2009 là 92,45%.",0,NOT_RUN,SUCCESS,2,7.9848,3.9924,4,3777,221,3998
29,,011ce542523a6dfc,vinumqa_0029,INTC/2017/page_45.pdf-4,"Tính đến ngày 31 tháng 12 năm 2017, tỷ lệ phần trăm tiền mặt ròng sử dụng cho hoạt động đầu tư so với tiền mặt ròng cung cấp bởi hoạt động kinh doanh là bao nhiêu?",0.71289,": Tính đến ngày 31 tháng 12 năm 2017, tỷ lệ phần trăm tiền mặt ròng sử dụng cho hoạt động đầu tư so với tiền mặt ròng cung cấp bởi hoạt động kinh doanh là khoảng 71,29%.",0,NOT_RUN,SUCCESS,5,28.367,5.6734,13,15642,1799,17441
30,,c631f414055a756a,vinumqa_0030,masvn/2023/2023003-DBC_Companynote_MAS17.01.2023/page_1_QA2,Lãi ròng dự phóng cho năm 2023 chiếm bao nhiêu phần trăm so với doanh thu dự phóng cho cùng năm?,4.52004,": Lãi ròng dự phóng cho năm 2023 chiếm 5,56% so với doanh thu dự phóng cho cùng năm.",0,NOT_RUN,SUCCESS,2,7.5135,3.7567,4,4208,151,4359
31,,aa069fa5d9ccd6c7,vinumqa_0031,masvn/2022/2022034-VN_RealEstate_2022_MAS/page_8_QB3,EPS (thu nhập trên mỗi cổ phiếu) của TDC năm 2022 dự kiến tăng bao nhiêu lần so với năm 2021?,2.46017,": EPS (thu nhập trên mỗi cổ phiếu) của TDC năm 2022 dự kiến tăng khoảng 2,46 lần so với năm 2021.",0,NOT_RUN,SUCCESS,3,11.3254,3.7751,7,6539,307,6846
32,,2cce2b48b8d2d6ac,vinumqa_0032,masvn/2020/2020046-FPTupdate2019_03022020_VN/page_1_QA1,tổng doanh thu của năm tài chính 2018 và 2019 là bao nhiêu (tỷ VND)?,50931.0,: Tổng doanh thu của năm tài chính 2018 và 2019 là 50.931 tỷ VND.,0,NOT_RUN,SUCCESS,2,7.1362,3.5681,4,4252,117,4369
33,,e20982ccce401788,vinumqa_0033,ADI/2010/page_82.pdf-3,tỷ lệ phần trăm trung bình mà chi phí thuê giảm từ năm 2011 đến năm 2013 là bao nhiêu?,0.34994,": Tỷ lệ phần trăm trung bình mà chi phí thuê giảm từ năm 2011 đến năm 2013 là 58,493%.",0,NOT_RUN,SUCCESS,2,6.6388,3.3194,4,2901,178,3079
34,,c59709076a98b640,vinumqa_0034,IPG/2015/page_24.pdf-3,Số lượng cổ phiếu trung bình được mua trong tháng 10 và tháng 11 là bao nhiêu?,1633444.5,": Số lượng cổ phiếu trung bình được mua trong tháng 10 và tháng 11 là 1.633.444,5.",0,NOT_RUN,SUCCESS,2,6.5894,3.2947,4,3432,124,3556
35,,47bd7906fa0faa6f,vinumqa_0035,GS/2012/page_129.pdf-4,"công ty đã mua lại khoảng 1,06 tỷ đô la các khoản đầu tư này trong quỹ phòng hộ trong năm kết thúc ngày 31 tháng 12 năm 2012. con số này chiếm bao nhiêu phần trăm trong tổng số quỹ còn lại vào ngày 31/12/21?",0.48916,": Số tiền 1,06 tỷ đô la mà công ty đã mua lại trong quỹ phòng hộ chiếm khoảng 48,92% tổng giá trị hợp lý của các khoản đầu tư trong quỹ phòng hộ vào ngày 31 tháng 12 năm 2012.",0,NOT_RUN,SUCCESS,4,16.366,4.0915,10,9658,754,10412
36,,0e5adc555963a2c4,vinumqa_0036,masvn/2020/2020189-LCG_Companynote_MAS08.12.2020/page_1_QB4,Tỷ lệ lợi nhuận gộp mảng xây dựng (LNHDXD) năm 2020 giảm bao nhiêu phần trăm so với năm 2019?,2.0,: Tỷ lệ lợi nhuận gộp mảng xây dựng (LNHDXD) năm 2020 giảm 1.52% so với năm 2019.,0,NOT_RUN,SUCCESS,3,11.1437,3.7146,7,7115,268,7383
37,,a80bfb3133ce9a50,vinumqa_0037,DISCA/2017/page_41.pdf-1,"Tính đến ngày 21 tháng 2 năm 2018, tổng số cổ đông sở hữu cổ phiếu phổ thông là bao nhiêu?",2797.0,: 2797,0,NOT_RUN,SUCCESS,2,8.3119,4.1559,4,4281,372,4653
38,,bd8f343fcf6fbc06,vinumqa_0038,LMT/2012/page_47.pdf-3,Tỷ lệ tăng trưởng lợi nhuận hoạt động của hệ thống không gian trong năm 2011 là bao nhiêu?,0.03204,": Tỷ lệ tăng trưởng lợi nhuận hoạt động của hệ thống không gian trong năm 2011 là 3,20%.",0,NOT_RUN,SUCCESS,2,7.9678,3.9839,4,3096,124,3220
39,,b0729061f94bd2e3,vinumqa_0039,IP/2012/page_93.pdf-4,Chi phí thuê trung bình từ năm 2010 đến 2012 là bao nhiêu?,324.5,: Không có đủ dữ liệu để tính chi phí thuê trung bình từ năm 2010 đến 2012 vì thiếu thông tin chi phí thuê cho năm 2010.,0,NOT_RUN,SUCCESS,2,24.6364,12.3182,4,5707,2802,8509
40,,30d8b6a7396b6f4b,vinumqa_0040,masvn/2020/2020079-CMX_Companynote_MAS20.07.2020/page_1_QB10,Tính phần trăm giảm biên lợi nhuận từ năm 2019 đến năm 2020 dự báo ?,-0.21801,": Không có phần trăm giảm; tỷ lệ LNHĐKD (%) tăng từ 10,2% (năm 2019) lên 12,2% (năm 2020 dự báo).",0,NOT_RUN,SUCCESS,3,20.7531,6.9177,7,8995,1589,10584
41,,b8be2f580b75ef97,vinumqa_0041,ETR/2003/page_84.pdf-2,"Số nợ dài hạn đến hạn trong 36 tháng tới tính đến ngày 31 tháng 12 năm 2003 là bao nhiêu, tính bằng triệu?",1041.531,: Không đủ dữ liệu để tính tổng số nợ dài hạn đến hạn trong 36 tháng tới tính đến ngày 31 tháng 12 năm 2003.,0,NOT_RUN,SUCCESS,4,16.6161,4.154,10,7657,741,8398
42,,377da13f85c63387,vinumqa_0042,masvn/2020/2020055-NVLQuý12020/page_1_QA3,doanh thu đã tăng bao nhiêu phần trăm từ năm tài chính 2018 đến 2019?,0.31448,": Doanh thu đã tăng 7,68 phần trăm từ năm tài chính 2018 đến năm tài chính 2019.",0,NOT_RUN,SUCCESS,2,7.943,3.9715,4,4182,184,4366
43,,b8dabd4374b31c49,vinumqa_0043,ABMD/2004/page_26.pdf-2,Tổng số khoản thanh toán thuê tối thiểu trong tương lai sau 5 năm chiếm bao nhiêu phần trăm tổng số còn lại?,0.15465,": 18,29%",0,NOT_RUN,SUCCESS,2,10.6308,5.3154,4,3300,761,4061
44,,fae193c9c50d35df,vinumqa_0044,masvn/2020/2020190-DHC_Companynote_MAS10.12.2020/page_1_QB9,Tính mức tăng sản lượng giấy kraft của DHC trong năm 2020 so với công suất thiết kế 280.000 tấn/năm.,1034.0,: Mức tăng sản lượng giấy kraft của DHC trong năm 2020 so với công suất thiết kế 280.000 tấn/năm là 1.034 tấn.,0,NOT_RUN,SUCCESS,2,8.5073,4.2537,4,3870,375,4245
45,,9abb81bb3573666a,vinumqa_0045,masvn/2020/2020155-201005_BID_3Q20-review-vn/page_6_QB5,Tính tỷ lệ phần trăm tăng trưởng lợi nhuận trước thuế quý 3 năm 2020 so với quý 3 năm 2019.,0.16559,: 23.84%,0,NOT_RUN,SUCCESS,2,9.3264,4.6632,4,5830,359,6189
46,,73e4cbb1ae6d4b8b,vinumqa_0046,masvn/2020/2020192-LTG_Companynote_MAS15.12.2020/page_1_QB7,Tính tỷ lệ ROE năm 2021 dự báo so với năm 2020 ?,1.24242,": Tỷ lệ ROE năm 2021 dự báo so với năm 2020 là 1,24 lần.",0,NOT_RUN,SUCCESS,2,7.3175,3.6587,4,3641,107,3748
47,,2ec54f78572afb57,vinumqa_0047,IP/2006/page_31.pdf-1,Tỷ lệ phần trăm doanh số bán bao bì công nghiệp năm 2006 trên doanh số bán containerboard là bao nhiêu?,0.19391,: Không đủ thông tin để xác định tỷ lệ phần trăm doanh số bán bao bì công nghiệp năm 2006 trên doanh số bán containerboard.,0,NOT_RUN,SUCCESS,2,11.0307,5.5153,4,3667,780,4447
48,,fcd445b9b354882b,vinumqa_0048,RSG/2012/page_93.pdf-2,Tỷ lệ phần trăm thay đổi trong các khoản bổ sung tính vào chi phí từ năm 2011 đến 2012 trong phần dự phòng các khoản phải thu khó đòi là bao nhiêu?,0.41429,": Tỷ lệ phần trăm thay đổi trong các khoản bổ sung tính vào chi phí từ năm 2011 đến 2012 trong phần dự phòng các khoản phải thu khó đòi là 41,43%.",0,NOT_RUN,SUCCESS,2,7.7958,3.8979,4,2957,154,3111
49,,4a3193d58318307d,vinumqa_0049,AAL/2016/page_8.pdf-2,Phần nào trong tổng số nhân viên toàn thời gian của các hoạt động chính là tiếp viên hàng không?,0.24335,": 69,13%",0,NOT_RUN,SUCCESS,2,6.8517,3.4259,4,3065,76,3141
50,,2a639c07e211bb8e,vinumqa_0050,masvn/2020/2020053-200427_VCB_1Q20_review_vn/page_1_QA5,tính tỷ lệ lợi nhuận trước dự phòng trên tổng thu nhập dự kiến cho năm 2021.,0.65206,": Tỷ lệ lợi nhuận trước dự phòng trên tổng thu nhập dự kiến cho năm 2021 là 117,03%.",0,NOT_RUN,SUCCESS,2,7.7383,3.8691,4,4683,109,4792
