Index,Batch_ID,Question_ID,Table_ID,Question,Gold_Answer,Model_Answer,Exact_Match,LLM_Judge,Status,Num_Iterations,Total_Latency_Sec,Avg_Latency_Per_Step,API_Call_Count,Input_Tokens,Output_Tokens,Total_Tokens
15,,0c944b369522fcc5,List_of_highways_in_Ontario_0,At what Bay does the route end whose highway was first established in early 1922 between Highway 2 in Whitby and Lindsay ?,Georgian,": The route is Ontario Highway 12, which was first established in early 1922 between Highway 2 in Whitby and Lindsay. This highway route ends at **Georgian Bay**.",0,NOT_RUN,SUCCESS,2,46.0299,23.0149,4,4557,955,5512
16,,0cb0ab2f72ef5e91,List_of_film_spoofs_in_Mad_4,Which noble families are referenced by the title of the movie parodied by The Gore of the Roses ?,Houses of York and Lancaster,": The noble families referenced by the title of the movie parodied by *The Gore of the Roses* are the **House of York** and the **House of Lancaster**. These are the two noble houses associated with the historical Wars of the Roses in England, which the parody title ""The Gore of the Roses"" alludes to.",0,NOT_RUN,SUCCESS,2,40.951,20.4755,4,5473,139,5612
17,,0ccec805fd3393f1,List_of_National_Treasures_of_Japan_(writings__Japanese_books)_0,Which author of the Kamakura period treasures died more recently ?,Fujiwara no Teika,Fujiwara no Teika,1,NOT_RUN,SUCCESS,3,48.9129,16.3043,7,12900,439,13339
18,,0d154cd21fb97011,Big_East_Men's_Basketball_Tournament_0,How many MVP where born after 1970 and venue was Madison Square Garden ?,6,": 1 (Only Russell Westbrook, who won the MVP at Madison Square Garden, was born after 1970.)",0,NOT_RUN,SUCCESS,5,372.74,74.548,13,18676,28698,47374
19,,0db3fd75f85b7890,2001_French_Grand_Prix_0,Which publication 's ranking put the person who finished the qualifying round of the French Grand Prix in 1:13.625 in 2001 at 30th out of all F1 drivers ?,Times Online 's,: The publication is **Times Online**. Its ranking put the driver who finished the qualifying round of the French Grand Prix in 1:13.625 in 2001 at 30th out of all F1 drivers.,0,NOT_RUN,SUCCESS,2,140.7483,70.3742,4,3883,131,4014
20,,0f6ee27f144efa9d,List_of_disasters_in_the_United_States_by_death_toll_1,What type of disaster hit the state whose name originates from the Ojibwe word mishigamaa ?,Wildfire,: The type of disaster that hit the state whose name originates from the Ojibwe word *mishigamaa* (which is Michigan) was a **flood**.,0,NOT_RUN,SUCCESS,2,81.9809,40.9905,4,4583,104,4687
21,,0f774ac4950905c4,List_of_doping_cases_in_athletics_2,Which of the athletes from the country whose capital is Rabat was sanctioned for using a medication which is derived from DHT ?,Mouhcine Cheaouri,: The athlete from Morocco (the country whose capital is Rabat) who was sanctioned for using a medication derived from DHT is **Sekou Doumbouya**. He plays for the Detroit Pistons and was drafted in 2019 as the 15th overall pick.,0,NOT_RUN,SUCCESS,4,699.0752,174.7688,10,11120,260,11380
22,,0fb72fb371fb412a,List_of_doping_cases_in_athletics_3,Whose violation was the first one to occur in the 21st century ?,Tony Dees,: Tony Dees,1,NOT_RUN,SUCCESS,2,394.7882,197.3941,4,4640,91,4731
23,,0fc111b7dae010c3,1989_NCAA_Women's_Division_I_Basketball_Tournament_2,Which sects first settled the city which houses Rutgers University ?,Quakers and Baptists,: The Dutch Reformed sect first settled the city which houses Rutgers University.,0,NOT_RUN,SUCCESS,2,264.3198,132.1599,4,4560,73,4633
24,,10b2ec11023e43fd,List_of_Core_Based_Statistical_Areas_0,What is the 2010 Census of the Core-based statistical area that is home to more than 400 major corporate headquarter ?,"9,461,105","
The Core-based statistical area that is home to more than 400 major corporate headquarters is the **New York-Newark-Jersey City, NY-NJ-PA** metropolitan area. Its **2010 United States Census** population was **19,567,410** (approximately 19.57 million people).
</Answer>",0,NOT_RUN,SUCCESS,3,555.5748,185.1916,7,8692,6302,14994
25,,10c33f7afdcf8732,2001_Brazilian_Grand_Prix_0,What is the nationality of the driver that finished second at the 2001 Brazilian Grand Prix ?,German,: The nationality of the driver that finished second at the 2001 Brazilian Grand Prix is German.,0,NOT_RUN,SUCCESS,2,439.6445,219.8222,5,3996,83,4079
26,,115e479314168a9d,List_of_Washington_Redskins_players_5,What were the core subjects of the university attended by Fred Felber at the time of its establishment ?,liberal arts,": The provided table contains information about National Football League rushing yards leaders and does not include any data about Fred Felber or the university he attended. Therefore, the core subjects of the university attended by Fred Felber at the time of its establishment cannot be determined from the given materials.",0,NOT_RUN,SUCCESS,2,303.8944,151.9472,4,4638,253,4891
27,,145825860ef076ea,Bela_Shende_0,Who is the director of the most recent film to feature one of Shende 's songs ?,Gautham,Gautham Menon,0,NOT_RUN,SUCCESS,3,34.3795,11.4598,7,7801,1772,9573
28,,14cf3e3f6de12822,List_of_oldest_trees_1,What is the population of the location that contains a tree on the list that is a registered natural monument of the country ?,over one million people,,0,NOT_RUN,MAX_ITER,5,84.0578,16.8116,15,20488,2621,23109
29,,163108f5737380d0,List_of_Washington_Redskins_players_1,What year did the university attended by Kentwan Balmer first start ending the practice of racially segregating students ?,1951,": The University of North Carolina, which Kentwan Balmer attended, first started ending the practice of racially segregating students in 1951 when African-American graduate students were admitted under Chancellor Robert Burton House.",0,NOT_RUN,SUCCESS,3,130.5565,43.5188,9,7213,367,7580
30,,174f991d704c85a5,National_Register_of_Historic_Places_listings_in_Itasca_County_Minnesota_0,What historic place is located in a city where U.S . Highways 2 and 169 are two of the main roads ?,Frank Gran Farmstead,"The historic place located in a city where U.S. Highways 2 and 169 are two of the main roads is the Frank Gran Farmstead. It is located in the La Prairie vicinity in Itasca County, Minnesota, and La Prairie is the city where U.S. Highways 2 and 169 serve as main routes",0,NOT_RUN,SUCCESS,3,29.8779,9.9593,7,12233,455,12688
31,,175db44dc00c3811,List_of_offshore_wind_farms_0,"What is the capacity in MW of the wind farm that was built in three phases , with the first coming online in 2002 , the second in 2009 and the third in 2019 ?",407,407,1,NOT_RUN,SUCCESS,3,145.1712,48.3904,10,10222,337,10559
32,,17b20c1ca147dd86,129th_Ohio_General_Assembly_1,How many Democrats were born in the month of June ?,3,1,0,NOT_RUN,SUCCESS,3,121.0616,40.3539,9,7482,1412,8894
33,,18221d53742114c3,List_of_Linux_distributions_endorsed_by_the_Free_Software_Foundation_1,Who sponsors the distribution that is in-progress and using binary blobs ?,Red Hat Inc.,Red Hat,0,NOT_RUN,SUCCESS,3,147.1594,49.0531,10,6712,115,6827
34,,1924aad25d32e0aa,List_of_Games_for_Windows_titles_4,"What is the release date of the game that features a number of new features and improvements to its predecessor , including multiplayer options ?",2010-09-28,2010-09-28,1,NOT_RUN,SUCCESS,2,55.4176,27.7088,5,4359,84,4443
35,,1ac08e09d0fd7af9,1998_British_Grand_Prix_0,What is the nickname of the driver who finished with a time of 1:23.271 in the qualifying round of the 1998 British Grand Prix ?,The Flying Finn,The Flying Finn,1,NOT_RUN,SUCCESS,2,131.6218,65.8109,7,4021,84,4105
36,,1ac9822f92cc06aa,Metropolitan_areas_of_Mexico_0,How many boroughs does the 10th most populated metro area have ?,Seven,5,0,NOT_RUN,SUCCESS,3,180.0463,60.0154,10,8029,3269,11298
37,,1ae4ed2018014fae,Turboprop_0,How many employees work for the company that is located in a country where there are ten provinces and three territories ?,"6,000",10000,0,NOT_RUN,SUCCESS,3,119.3919,39.7973,9,8729,1271,10000
38,,1b7e153ef76e90e2,British_Junior_Open_Squash_1,The squash player that won the 2019 CIB Egyptian Tour had previously won the Under-15 British Junior Open Squash title the same year the Under-19 title winner was a player that would go on to win a gold medal in what games ?,2019 Pan American Games,,0,NOT_RUN,MAX_ITER,5,293.6484,58.7297,21,15120,322,15442
39,,1bbddc275723dbf6,List_of_female_United_States_Cabinet_Secretaries_0,What was the major education bill of the president who appointed Gale Norton ?,No Child Left Behind Act,: The president who appointed Gale Norton (as Secretary of the Interior) was George W. Bush. The major education bill of President George W. Bush was the **No Child Left Behind Act**.,0,NOT_RUN,SUCCESS,5,97.3534,19.4707,13,16727,480,17207
40,,1bcc36801ece09e6,List_of_highways_in_Ontario_1,Along what river is the town that the route which was redesignated as Leeds and Grenville County Road 32 goes to located ?,Saint Lawrence,: The town that the route which was redesignated as Leeds and Grenville County Road 32 goes to is located along the St. Lawrence River.,0,NOT_RUN,SUCCESS,2,124.3933,62.1966,4,4221,115,4336
42,,1e911a9dd9d2677f,List_of_submissions_to_the_64th_Academy_Awards_for_Best_Foreign_Language_Film_0,what country submitted a not nominated film that had a director who born 1944 ?,Cuba,Cuba,1,NOT_RUN,SUCCESS,2,159.4571,79.7285,8,4080,68,4148
43,,1f7e1ba710ad54f2,List_of_libraries_in_Barcelona_0,For whom was this neighborhood constructed in the 18th century located in the district whose name means old city in Catalan ?,the Ribera neighborhood,Former worker cooperative La Fraternitat,0,NOT_RUN,SUCCESS,3,29.715,9.905,7,8804,694,9498
44,,20dc9f942c897dc4,2009_AFL_Draft_2,How many kilograms does the player recruited from the club nicknamed The Double Blues weigh ?,88,84,0,NOT_RUN,SUCCESS,2,452.0375,226.0188,7,4188,13318,17506
45,,22611a9d70bd5177,1991_College_Baseball_All-America_Team_0,Which player attended the school with athletic teams called Rainbow Warriors and Rainbow Wāhine ?,Bill Blanchette,Bill Blanchette,1,NOT_RUN,SUCCESS,2,17.9942,8.9971,4,3613,71,3684
46,,226e3e5cd7ec9f29,List_of_museums_in_the_San_Francisco_Bay_Area_4,What is the state population rank of the Bay Area city which contains the Charles M. Schulz Museum and Research Center ?,28th,5th,0,NOT_RUN,SUCCESS,2,132.0776,66.0388,7,4196,77,4273
47,,237f9bbf883540da,"List_of_county_routes_in_Wayne_County,_New_York_1","What is the name of the route that goes via the location whose population was 9,449 at the 2010 census ?",CR 202,CR 201,0,NOT_RUN,SUCCESS,2,18.0728,9.0364,4,4550,78,4628
48,,248995baa9d16235,Eurosong_(Belgium)_4,What is the song title of the artist who is known for his participation in the Eurovision Song Contests of 1967 and 1969 ?,Ik heb zorgen,Ik heb zorgen,1,NOT_RUN,SUCCESS,2,16.6015,8.3008,4,4079,78,4157
49,,24ea477679de12dd,List_of_National_Football_League_rushing_yards_leaders_0,What is the month of birth of the player with the fourth most National Football League career rushing yards ?,July,July,1,NOT_RUN,SUCCESS,3,48.79,16.2633,7,9109,475,9584
50,,262972a04afab0e9,2004_German_Grand_Prix_0,What is the position of the driver that earned the CART Championship in 2002 ?,15,15,1,NOT_RUN,SUCCESS,3,171.1256,57.0419,11,6922,148,7070
51,,27af70f4003ec1a7,List_of_parasites_of_humans_0,"What is the shape of the parasite that can affect the human eye , brain , and skin and is often transmitted by thin lens placed directly on the surface of the eye ?",Amoeboid,amoeboid,1,NOT_RUN,SUCCESS,2,18.1384,9.0692,4,5597,370,5967
52,,291549462c89ca02,List_of_television_show_spoofs_in_Mad_5,An author with 19 names penned a parody of a gameshow developed for the U.S. by Michael Davies that was originally hosted in American by what person ?,by Regis Philbin,,0,NOT_RUN,MAX_ITER,5,57.1888,11.4378,15,20039,1057,21096
53,,2a61bfaecf11277a,All-Ireland_Senior_Football_Championship_records_and_statistics_0,"Where was the organization , who won the third staging of the championship , founded ?",Hayes ' Hotel,,0,NOT_RUN,MAX_ITER,5,55.4759,11.0952,15,20565,1030,21595
55,,2a6c741b24e33e1b,2001_Japanese_Grand_Prix_0,Who is the older brother of the driver with a lap time of 1:33.297 ?,Michael Schumacher,Michael Schumacher,1,NOT_RUN,SUCCESS,5,54.2757,10.8551,13,17301,1163,18464
56,,2a7b07f9bb25ec05,List_of_National_Natural_Landmarks_in_California_0,What was the former name of the most recent landmark ?,Chalk Cave and Baird Cave,Chalk Cave and Baird Cave,1,NOT_RUN,SUCCESS,3,27.523,9.1743,7,11904,540,12444
57,,2b0d72fe39e8be37,List_of_Brazilian_states_by_highest_point_0,"What kind of syenite makes up the mountaintop in Brazil 2,798 meters above sea level ?",nepheline,highly alkaline nepheline syenite,0,NOT_RUN,SUCCESS,3,27.9571,9.319,7,7999,445,8444
58,,2c9d29d60efd9722,2009_Universitario_de_Deportes_season_0,what is the age the player born 28 October 1973 ?,46,36,0,NOT_RUN,SUCCESS,5,47.2798,9.456,13,13763,844,14607
59,,2d9eb0c86f3deaf9,List_of_microcars_by_country_of_origin__J_0,What is the higher engine make/capacity value of a vehicle made in the largest city in Japan 's Chūbu region ?,354 cc,354 cc,1,NOT_RUN,SUCCESS,3,28.0052,9.3351,7,7974,430,8404
60,,2edb791a4ecfa7b8,Goalkeeper_(association_football)_0,To what team did the athlete go who was from the team that was founded on 30 November 1896 as a sports club ?,Internazionale,Internazionale,1,NOT_RUN,SUCCESS,5,52.0839,10.4168,13,15503,1222,16725
61,,2f0b19f81b97eb5a,List_of_the_largest_cannon_by_caliber_2,Which ship had the cannon with a caliber of less than 412.8 but more than 406 millimeters which was salvaged in the seventies ?,Mutsu,Information not available in table,0,NOT_RUN,SUCCESS,3,30.6499,10.2166,7,8107,568,8675
62,,2f319646582b93ba,List_of_Christian_religious_houses_in_Denmark_0,What was the order of the religious people who lived at the building that was part of the largest medieval hospital in Denmark which King Christian I turned into an Augustinian priory 1497 ?,Order of the Holy Ghost,Augustinian canons,0,NOT_RUN,SUCCESS,2,17.6476,8.8238,4,5023,352,5375
63,,2f82321b166609ee,List_of_Hong_Kong_submissions_for_the_Academy_Award_for_Best_Foreign_Language_Film_0,What is the Chinese title of the film whose director was born on 7 March 1926 ?,梁山伯与祝英台,None,0,NOT_RUN,SUCCESS,4,39.4224,9.8556,10,11686,655,12341
64,,2f86a9a113cadad1,2004_Canadian_Grand_Prix_0,How many total championship points did the constructor win whose driver won the 2008 FIA GT Championship ?,38,,0,NOT_RUN,MAX_ITER,5,158.8425,31.7685,15,12431,11853,24284
65,,311756ad4d081893,2013_AFL_Draft_1,"During the AFL 2013 draft , the 4th pick drafted by Western Bulldogs was born in what month ?",November,: The 4th pick drafted by Western Bulldogs during the AFL 2013 draft was born in **October**.,0,NOT_RUN,SUCCESS,2,33.8293,16.9147,4,3803,102,3905
66,,3177bdd8b935e45f,List_of_the_busiest_airports_in_Canada_8,"What highway passes by the airport in Canada that had 168,889 airplanes move in a year ?",Highway 2,": Based on the provided table content (which lists National Football League rushing yards leaders) and the available reference materials, I cannot determine which highway passes by the airport in Canada that had 168,889 airplanes move in a year. The table content is entirely about NFL rushing statistics and does not contain any information about airports, airplane movements, or highways in Canada. The subquery tool also could not find relevant information to answer this question from the available materials. Therefore, I am unable to provide an answer to this query based on the given information.",0,NOT_RUN,SUCCESS,3,193.9932,64.6644,7,7827,395,8222
67,,31fe5d56fd5bd58b,List_of_tallest_dams_in_the_world_0,What kind of dam is the tallest dam in Europe ?,Gravity,: The tallest dam in Europe is a concrete gravity dam.,0,NOT_RUN,SUCCESS,2,29.8542,14.9271,4,5398,88,5486
68,,335a4f26c9cb0ad1,Bowl_Coalition_0,What city contains the home stadium of the winner of the 1993 John Hancock Bowl ?,"Norman , Oklahoma","Oklahoma City, Oklahoma",0,NOT_RUN,SUCCESS,3,76.5123,25.5041,9,7110,119,7229
69,,3466895fac665976,Media_in_Winnipeg_1,The owner of Dufferin Communications is a radio broadcasting company that operates an AM station that is the only what in Manitoba ?,multilingual radio station,multilingual radio station in Manitoba,0,NOT_RUN,SUCCESS,2,128.7434,64.3717,7,3433,82,3515
70,,34c1bff132375563,"List_of_highways_in_Essex_County,_New_York_1","How long , in kilometers , is the road that is the end of route CR 10A ?",522.59 km,4.33,0,NOT_RUN,SUCCESS,2,189.0393,94.5196,9,4808,76,4884
71,,35e4463ff9685e93,List_of_the_busiest_airports_in_Latin_America_0,What year did the empire of Portugal establish the city of Santos Dumont Airport ?,1565,": The city where Santos Dumont Airport is located is Rio de Janeiro, Brazil. Rio de Janeiro was established by the Portuguese Empire in 1565. Santos Dumont Airport itself was inaugurated in 1936 and named after the Brazilian aviation pioneer Alberto Santos-Dumont. The question appears to conflate the establishment of the city with the airport. The Portuguese Empire established Rio de Janeiro in 1565.",0,NOT_RUN,SUCCESS,2,37.0214,18.5107,4,3843,328,4171
72,,377926fc8001a4af,2005_French_Grand_Prix_0,What is the team for the racer who was brought in to replace fellow Italian Jarno Trulli ?,Renault,Toyota,0,NOT_RUN,SUCCESS,3,25.6775,8.5592,7,7915,519,8434
73,,37c8afff3fd003de,"National_Register_of_Historic_Places_listings_in_Ashland_County,_Wisconsin_0",What island do the residents near the Lucerne shipwreck almost exclusively live on ?,Madeline Island,Long Island,0,NOT_RUN,SUCCESS,3,27.2856,9.0952,7,13889,530,14419
74,,3832ebd26bede85f,"List_of_highways_in_Essex_County,_New_York_1","At the 2010 census , what was the population of the town that is the end of route CR 7 ?","1,163","1,163",1,NOT_RUN,SUCCESS,3,24.0785,8.0262,7,8815,444,9259
75,,3844d089f5469ade,2004_Chinese_Grand_Prix_1,"What Constructor made the vehicle for the Driver who overall won 32 Formula One races , 22 pole positions and 1,899 points from 311 starts ?",Renault,: The Constructor is **Renault**.,0,NOT_RUN,SUCCESS,2,15.4154,7.7077,4,3695,135,3830
76,,38c022dc75b42938,List_of_football_clubs_in_Spain_0,"Of the teams that did not play in the top division last season , the oldest one plays out of a stadium that was originally built to host what event ?",1999 Summer Universiade in Palma,": The oldest team that did not play in the top division last season is the Detroit Lions, and their stadium (Ford Field) was originally built to host Super Bowl XL.</Answer>",0,NOT_RUN,SUCCESS,5,1109.6641,221.9328,17,14344,370,14714
77,,3b717fdb94e56f60,List_of_football_stadiums_in_the_Republic_of_Macedonia_0,"What kind of figure was the namesake of the stadium that has the same capacity as the stadium opened in 1981 , but is located in the city known as `` the city under Marko 's Towers '' ?",Revolutionary,"Goce Delčev was a revolutionary figure. He was the namesake of Stadion Goce Delčev in Prilep (known as ""the city under Marko's Towers""), which has a capacity of 15,000 - the same capacity as the Ecolog Arena opened in 1981",0,NOT_RUN,SUCCESS,4,44.4599,11.115,10,10376,824,11200
78,,3be79807167fc64a,List_of_original_programs_distributed_by_Netflix_9,"Which school is featured in the Netflix sport series that debuted on July 29 , 2016 ?",East Mississippi Community College,": The school featured in the Netflix sport series that debuted on July 29, 2016 is **East Mississippi Community College**.",0,NOT_RUN,SUCCESS,2,55.5671,27.7836,4,4437,95,4532
79,,3dc3aaaa06cbfc49,1950_Italian_Grand_Prix_0,What is the total winning percentage for the driver who came in first place ?,46.15%,Information not available in table,0,NOT_RUN,SUCCESS,2,17.5263,8.7631,4,4604,330,4934
80,,3e2e553a85a4f7d8,List_of_wind_farms_in_Canada_1,What is the capacity in MWs of the farm belonging to the company based in Edmonton ?,149.4,149.4,1,NOT_RUN,SUCCESS,4,39.0476,9.7619,10,11447,856,12303
81,,3e4e61e1b9d43759,List_of_Coventry_Blaze_players_0,How many million square kilometres is the country who had a player whose 2012-13 club 's arena is known locally as the Thunderdome ?,9.98,9.98,1,NOT_RUN,SUCCESS,5,49.0717,9.8143,13,14878,1053,15931
82,,3f6961cfd737d696,2001_XFL_Draft_0,What is the city of birth of the number 4 draft pick of the 2001 XFL Draft ?,Louisville,Louisville,1,NOT_RUN,SUCCESS,4,33.3059,8.3265,10,10216,559,10775
83,,417e8f49a367e1cf,List_of_the_oldest_churches_in_the_United_States_0,What is the completion year for the church who 's ruins are currently being researched by members of the Jamestown Rediscovery project ?,1647,: The completion year for the church whose ruins are currently being researched by members of the Jamestown Rediscovery project is 1647.</Answer>,0,NOT_RUN,SUCCESS,2,43.3709,21.6854,4,4689,100,4789
84,,4190e99b1fc0cd9c,1999_Canadian_Grand_Prix_0,Which year did the person who completed the qualifying race of the Canadian Grand Prix of 1999 in 1:19.440 first get onto the podium ?,1995,1995,1,NOT_RUN,SUCCESS,5,89.2024,17.8405,13,14348,1030,15378
85,,4258f5d5f0b610ec,Chief_of_Defence_(Norway)_0,What branch is the youngest chief of defence from ?,Army,: The youngest chief of defence is from the Indian Army.</Answer>,0,NOT_RUN,SUCCESS,2,460.6454,230.3227,6,3830,71,3901
86,,4373828a6890f3db,2005_European_Grand_Prix_0,What age did the driver who finished at position 6 at the 2005 European Grand Prix qualifier start go-karting ?,three,"Ralf Schumacher, who finished at position 6 at the 2005 European Grand Prix qualifier, started go-karting at age 3.</Answer>",0,NOT_RUN,SUCCESS,3,48.7522,16.2507,7,6659,166,6825
87,,4415fe2496ce4dc0,Miss_Teen_USA_1,For how long was the husband of the actress that made her film debut in Last Action Hero ranked world No . 1 ?,286 weeks,": The actress who made her film debut in ""Last Action Hero"" is Bridgette Wilson. Her husband is tennis player Pete Sampras, who was ranked world No. 1 for a total of 286 weeks.</Answer>",0,NOT_RUN,SUCCESS,4,416.7076,104.1769,11,11424,525,11949
88,,45afa1768b409df9,2001_Japanese_Grand_Prix_0,What month was the driver with a gap of +3.926 born ?,July,July,1,NOT_RUN,SUCCESS,3,23.9206,7.9735,7,7989,357,8346
89,,46a7a4b68a424075,List_of_public_art_in_Indianapolis_8,Which publication designated the person who created the artwork King at Rest as renown in the northwestern region of the US ?,Willamette Week,Willamette Week,1,NOT_RUN,SUCCESS,3,24.1165,8.0388,7,7803,438,8241
90,,4b12f17766fafc1d,Golden_Eagle_Award_for_Best_Foreign_Language_Film_0,What is the national title of the film whose production country is a unitary parliamentary democracy and constitutional monarchy ?,Dogville,,0,NOT_RUN,MAX_ITER,5,65.5948,13.119,15,20108,1611,21719
91,,4c18213568508e6e,List_of_highways_in_Ontario_0,What Trail has a section in the town that starts the highway that ends in a town on the eastern shore of Lake Huron at the mouth of the Maitland River ?,Bruce,: The Bruce Trail has a section in the town that starts the highway that ends in a town on the eastern shore of Lake Huron at the mouth of the Maitland River.</Answer>,0,NOT_RUN,SUCCESS,2,135.0663,67.5332,4,5373,119,5492
92,,4c267931c04686ac,2012_NASCAR_Camping_World_Truck_Series_0,"Which person had the most laps led from a winning manufacturer that had two men start the company on November 3 , 1911 with a pole position guy that had a three time champion of the Nascar Gander RV & Outdoors Truck Series ?",James Buescher,,0,NOT_RUN,MAX_ITER,5,102.429,20.4858,15,13885,5540,19425
93,,4d6bfbc7abb0308f,South_Korea_national_football_team_records_2,In which league was the player to debut against the Reggae Boyz the highest scorer ?,K League 1,: The player who debuted against the Reggae Boyz and became the highest scorer is Carlos Ruiz. He was the top scorer in Major League Soccer (MLS).,0,NOT_RUN,SUCCESS,3,683.2033,227.7344,7,11002,23368,34370
94,,5146898ab8595346,Big_Brother_11_(UK)_0,What is the area of the small old center of the city that Big Brother participant Ben Duncan is from ?,1.12 square miles,: The area of the small old center of the city that Big Brother participant Ben Duncan is from is Southport.</Answer>,0,NOT_RUN,SUCCESS,2,40.4227,20.2113,4,4652,145,4797
95,,5163fdb238a060bd,Owen_Turtenwald_0,In what month did the season conclude the year that Owen Turtenwald won the Grand Prix in Nice ?,August,: August</Answer>,0,NOT_RUN,SUCCESS,2,111.6054,55.8027,4,4510,72,4582
96,,516f178e5a7c6503,1997_World_Junior_Figure_Skating_Championships_1,What was the month of birth of the number 3 ranked competitor in the 1997 World Junior Figure Skating Championships ?,November,: The number 3 ranked competitor in the 1997 World Junior Figure Skating Championships was born in July.</Answer>,0,NOT_RUN,SUCCESS,2,99.8386,49.9193,4,3678,96,3774
97,,51994b0c74870590,List_of_tallest_buildings_in_South_Korea_0,What is the rank of the 555 meter South Korean building in the world in terms of height ?,5th,: The 555 meter South Korean building ranks 5th in the world in terms of height.</Answer>,0,NOT_RUN,SUCCESS,2,151.4703,75.7352,4,3804,88,3892
